도서관명,주소,전화번호
꿈사랑도서관,"서울특별시 동대문구 한천로37길 33, 래미안엘파인아파트 아파트내",02-2217-8851
꿈이 자라는 작은도서관,서울시 동대문구 고미술로 12 ㄱ4층,
나들목가족도서관,서울특별시 동대문구 안암로6 대광고 60주년 기념관 대광고 60주년 기념관 1층,02-921-4085
다양한문화가모이는어린이도서관모두,"서울특별시 동대문구 이문로 3, 5층 민족통일빌딩 5층",02-965-7530
답십리1동아름드리작은도서관,서울특별시 동대문구 사가정로 30 답십리1동 주민세터 3층 ,02-2171-6548
답십리2동민들레작은도서관,서울특별시 동대문구 한천로11길 18 답십리2동주민센터 2층,02-2171-6256
동대문구답십리도서관,서울특별시 동대문구 서울시립대로4길 75,02-982-1959
동대문구정보화도서관,서울특별시 동대문구 회기로10길 60,02-960-1959
동대문책마당도서관,서울특별시 동대문구 천호대로 145,02-2127-4116
둥그레문고,"서울특별시 동대문구 장안벚꽃로1길 7, 장안힐스테이트 관리동 지층",
래미안위브 작은도서관,서울특별시 동대문구 답십리로 130 ,
루씨 작은도서관,서울특별시 동대문구 회기로18길 8(룻교회) 1층,02-965-0691
배봉산 숲속도서관,서울특별시 동대문구 전농로16길 97,02-2212-8502
빛과진리선교원 어린이작은도서관,서울특별시 동대문구 전농동 647-39 빛과진리선교원,02-2216-6609
사랑듬북작은도서관,서울특별시 동대문구 사가정로23나길 12(장안동) 참사랑교회 1층,
서울특별시교육청동대문도서관,서울특별시 동대문구 천호대로4길 22,02-2170-1000
숲 작은도서관,서울특별시 동대문구 서울시립대로12길 99 전농교회 1층,02-2212-8515
슈필라움작은도서관,서울특별시 동대문구 전농로16길 30 2층,02-2212-0012
아름숲어린이문고,"서울특별시 동대문구 전농로16길 51, 관리동 (래미안아름숲아파트) 110동 지하1층",
아주좋은꿈터작은도서관,서울특별시 동대문구 왕산로16가길 7 ,02-927-1270
어린이도서관꿈틀,서울특별시 동대문구 전농로16길 59(전농동) 1층,02-2243-2315
예스아이캔 작은도서관,서울특별시 동대문구 답십리로60길 74 2층,
용두어린이영어도서관,서울특별시 동대문구 무학로 133 용두어린이 영어도서관,02-921-1959
용두어울림 작은도서관,서울특별시 동대문구 무학로 89,02-953-2223
용신동작은도서관,서울특별시 동대문구 천호대로27길 35 용신주민센터 3층,02-2171-6529
이문1동꿈꾸는작은도서관,서울특별시 동대문구 외대역동로 114-1 이문1동주민센터 3층,02-2171-6476
이문2동작은도서관,서울특별시 동대문구 신이문로27-5 이문2동주민센터 1층 ,02-2171-6503
이문어린이도서관(숲속작은도서관),서울특별시 동대문구 천장산로9길 68(이문동) 고황경로당 ,02-968-7530
이문체육문화센터어린이도서관,서울특별시 동대문구 한천로58길 81-49,02-6926-0984
이웃과함께하는 작은도서관,서울시 동대문구 사가정로 2길 59 답십리교회 지하1층,02-2246-4949
장안1동작은도서관,서울특별시 동대문구 장한로26가길 113 장안1동자치회관 지층,02-2249-2250
장안꿈마루어린이작은도서관,서울특별시 동대문구 한천로28길 5,070-8821-0266
장안마루작은도서관,서울특별시 동대문구 사가정로 64  성우스타팰리스 101동,070-7733-0054
장안어린이도서관,서울특별시 동대문구 장한로26다길 10 (장안동) ,02-2249-1959
전농2동뜨락작은도서관,서울특별시 동대문구 사가정로 137 전농2동주민센터 3층,02-2171-6156
제기동미래뜰작은도서관,서울특별시 동대문구 약령시로 71 제기동주민센터 2층,02-2171-6072
청솔우성아파트 작은도서관,서울특별시 동대문구 전농로10길 20 ,02-2244-6285
포도나무작은도서관,"서울특별시 동대문구 장한로27가길 58, 영성감리교회 1층 ",02-2213-8929
한국과학기술원고등과학원도서실,서울특별시 동대문구 회기로 85 한국과학기술원 부속 고등과학원 1호관 4층,02-958-3705
한국국방연구원지식정보실,서울특별시 동대문구 회기로 37 한국국방연구원 본관 1~2층,02-961-1355
회기마루작은도서관,서울특별시 동대문구 경희대로3길 56 연화사 1층 ,02-960-6186
휘경1동새싹마루작은도서관,서울특별시 동대문구 외대역동로6길 3 휘경1동주민센터 3층 주,02-2171-6436
휘경2동꿈빛누리작은도서관,서울특별시 동대문구 한천로 329 휘경2동주민센터 4층,02-2171-6456
휘경어린이도서관,서울특별시 동대문구 망우로18가길 38,02-2248-1959
휘경행복도서관,서울특별시 동대문구 장안벚꽃로 323 (휘경동),02-2249-9701
구립김영삼도서관,서울특별시 동작구 매봉로 1(상도1동 611),02-827-0557
국사봉숲속작은도서관,서울특별시 동작구 양녕로23길 27 (상도동) ,
기상청도서관,서울특별시 동작구 여의대방로16길 61,02-2181-0232
까망돌도서관,서울특별시 동작구 서달로 129(흑석동 340-1),02-815-3701
까망돌어린이도서관,"서울특별시 동작구 흑석한강로 13,2층 서울남부교회",02-822-2013
꿈담도서관,서울특별시 동작구 성대로2길 9 3층,02-826-6300
꿈먹작은도서관,서울특별시 동작구 동작대로11길 77 성진교회,02-584-8693
꿈익는책마을,서울특별시 동작구 상도로38길 24 남현교회,02-821-0667
나무별작은도서관,서울특별시 동작구 장승배기로 6 지층,02-6095-0578
노량진1동작은도서관,"서울특별시 동작구 장승배기로28길 30, (노량진동) 노량진1동 주민센터 3층 ",02-820-2407
노량진2동작은도서관,"서울특별시 동작구 장승배기로19길 48, (노량진동) 노량진2동 주민센터 1층",02-820-2434
농심식문화전문도서관,서울특별시 동작구 여의대방로 112,02-820-8299
다울작은도서관,"서울특별시 동작구 사당로20길 132, (사당동) 2층 ",02-3473-3360
담소작은도서관,"서울특별시 동작구 강남초등길 24, (상도동) 3층 ",02-3280-3006
담쟁이작은도서관,서울특별시 동작구 동작대로 13길 27 석천장로교회 1층,
대방동작은도서관,"서울특별시 동작구 여의대방로44길 20, (대방동) 대방동주민센터 2층 ",02-820-2744
대방어린이도서관,서울특별시 동작구 대방동길55(대방동379-2),02-813-6740
동작샘터도서관,서울특별시 동작구 동작대로29길 63-26(동작구다문화가족지원센터) 1층 ,02-533-6750
동작어린이도서관,서울특별시 동작구 장승배기로 16길 98(노량진 2동 225-161),02-823-6750
만나 작은도서관,서울특별시 동작구 사당로2다길 85,02-6952-2675
보라매e편한세상작은도서관,서울특별시 동작구 보라매로 70 보라매e편한세상아파트 101동 정문입구 1층 ,02-814-3691
비전어린이도서관,"서울특별시 동작구 사당로20길 126, 온세상교회",02-582-9191
비전어린이도서관,"서울특별시 동작구 사당로20길 126, 온세상교회 ",02-582-9191
사당1동작은도서관,"서울특별시 동작구 동작대로17길 28, (사당동) 사당1동주민센터 주민센터 내",02-820-2571
사당2동작은도서관,"서울특별시 동작구 동작대로29길 52, (사당동) 사당2동주민센터 2층",02-820-2593
사당3동작은도서관,"서울특별시 동작구 사당로17길 86, (사당동) 사당3동주민센터 2층",02-820-2733
사당4동작은도서관,"서울특별시 동작구 사당로16아길 6, (사당동) 사당4동주민센터 2층",02-820-2770
사당5동작은도서관,"서울특별시 동작구 사당로2가길 219, (사당동) 사당5동주민센터 3층",02-820-2790
사당솔밭도서관,서울특별시 동작구 솔밭로 86,02-585-8411-2
상도1동작은도서관,"서울특별시 동작구 상도로53길 9, (상도동) 상도1동주민센터 2층 2",02-820-2467
상도2동작은도서관,"서울특별시 동작구 상도로 211, (상도동) 상도2동주민센터 2층",02-820-2484
상도3동작은도서관,"서울특별시 동작구 성대로2길 11, (상도동) 상도3동주민센터 ",02-820-2503
상도4동작은도서관,"서울특별시 동작구 성대로29길 53, (상도동) 상도4동주민센터 2층 ",02-820-2537
상도SH.Ville작은도서관,서울특별시 동작구 상도로 53길 70 주민공동시설 지하 2층 지,02-822-6950
상도더샾아파트작은도서관,서울특별시 동작구 장승배기로4길 9 상도더샵아파트 관리동,02-824-8292
상도중앙작은도서관,"서울특별시 동작구 상도로15길 47, 상도중앙교회 ",070-4419-6004
생명나무도서관,서울특별시 동작구 양녕로249 1층,02-815-3615
서울특별시교육청동작도서관,서울특별시 동작구 장승배기로 94,02-823-6419
성대골어린이도서관,서울특별시 동작구 성대로10길 23 1층,02-817-6684
소망작은도서관,서울특별시 동작구 보라매로 71 3층,
신대방1동작은도서관,"서울특별시 동작구 신대방길 72, (신대방동) 신대방1동주민센터 주민센터 내",02-820-2811
신대방2동작은도서관,"서울특별시 동작구 여의대방로24길 106, (신대방동) 신대방2동주민센터 2층 층",02-820-2826
신대방누리도서관,서울특별시 동작구 신대방1다길 19(신대방동 686-78),02-849-8588
신상도문고,서울특별시 동작구 양녕로20길 108 신상도교회 3층,02-826-7712
아트앤힐링작은도서관,서울특별시 동작구 상도로62길 61 지하1층,02-597-6630
애스톤파크작은도서관,서울특별시 동작구 상도로346-2 ,02-827-0388
약수도서관,서울특별시 동작구 양녕로22바길 64(상도동),02-823-1907
양문작은도서관,서울특별시 동작구 시흥대로646 1층,02-6238-6860
양문작은도서관,서울특별시 동작구 시흥대로646 1층,02-834-6860
열림카페속작은도서관,"서울특별시 동작구 여의대방로 44길 22, 열림교회1층 ",070-7432-7787
오손도손우리동네작은도서관,서울특별시 동작구 양녕로 266 2층,02-822-1017
주님의숲작은도서관,"서울특별시 동작구 사당로17길 31, (사당동) 사당중앙교회 1층 ",02-534-2940
중소기업연구원자료실,서울특별시 동작구 신대방1가길 77,02-707-9873
중앙대학교병원의학정보실,서울특별시 동작구 흑석로 102 중앙대학교병원 본관 B2,02-6299-2796
지혜문고,서울특별시 동작구 장승배기로 19길 50 노량진2동어린이집,02-824-5377
지혜샘터작은도서관,"서울특별시 동작구 상도로34길 34, (상도동) 1층 ",070-8245-6963
하늘사다리문고,"서울특별시 동작구 현충로 119, B상가 207호 (명수대현대아파트) ",070-4070-7551
한숲문고,서울특별시 동작구 알마타길 37 대방1차e-편한세상 관리사무소 2층,02-813-4262
행복한래미안작은도서관,"서울특별시 동작구 상도로53길 8, (래미안상도3차아파트) 관리사무소 ",02-822-3720
헤브론문고,서울특별시 동작구 상도로 217-10 헤브론교회 1층,02-824-0186
흑석동작은도서관,"서울특별시 동작구 흑석한강로 11, (흑석동) 흑석동주민센터 2층",02-820-2561
가좌행복작은도서관,서울시 마포구 성암로 28,02-302-9472
공덕동문고(마실길북카페),서울특별시 마포구 만리재옛길 84 공덕동주민센터 ,02-3153-6516
꿈나래어린이영어도서관,서울특별시 마포구 월드컵로13길 80(망원동) 2층,02-323-1840
꿈빛도서관,서울특별시 마포구 희우정로 109 화평교회 3층 ,02-335-0911
꿈을이루는작은도서관,서울특별시 마포구 마포대로 7길 18 아현동 주민센터 2층 ,02-706-4785
남북하나재단북한전문자료실,"서울특별시 마포구 새창로 7 SNU빌딩 4,5층",02-3215-5785
늘푸른소나무작은도서관,"서울특별시 마포구 백범로 227, 2층 마포문화원 3층",02-718-4785
담쟁이작은도서관,서울특별시 마포구 포은로6길 25 석천감리교회,02-336-9360
도란도란Books,서울특별시 마포구 새창로4길 25 B1층,02-716-0690
래미안밤섬리베뉴I아파트채움작은도서관,서울특별시 마포구 독막로20나길 22(상수동) ,02-334-5601
마포구립서강도서관,서울특별시 마포구 독막로 165,02-3141-7053
마포어린이영어도서관,"서울특별시 마포구 도화4길 53, (도화동) 2층",02-716-3987~8
마포중앙도서관,서울특별시 마포구 성산로 128(성산동),02-3153-5800
마포푸르메어린이도서관,서울특별시 마포구 월드컵북로 494 푸르메재단 넥슨어린이재활병원 1층,02-6070-9286
망원1동문고,서울시 마포구 포은로 6길 10 망원1동주민센터 2층,02-3153-6813
복사골작은도서관,서울특별시 마포구 도화4길 53 3~4층,02-716-5800
상암동문고,서울특별시 마포구 매봉산로2길 16 상암동주민센터 ,02-3153-6966
상암월드컵파크11단지도서관,서울특별시 마포구 월드컵북로 502-37,02-302-5930
상암월드컵파크7단지도서관,서울특별시 마포구 상암산로1길 92,02-374-7795
서강어린이영어도서관,"서울특별시 마포구 배범로 35, 서강대학교 곤자가국제학사 지하1층",02-6925-0500
서교동문고,서울시 마포구 동교로15길 7 서교동주민센터 2층,02-3153-6753
서울특별시교육청마포평생학습관,서울특별시 마포구 홍익로2길 16,02-2137-0000
서울특별시교육청마포평생학습관아현분관,서울특별시 마포구 마포대로 224,02-362-8785
성메작은도서관,서울특별시 마포구 월드컵북로30길 22 성산2동주민센터 2층,02-373-4785
성미산학교작은도서관꿈꾸는다락방,"서울특별시 마포구 성미산로3나길 6(성산동) 1층, 3층 ",02-3141-0507
성산글마루작은도서관,서울특별시 마포구 월드컵북로 235 대우복지관 3층,02-373-2900
소금나루도서관,서울특별시 숭문길 72,02-3153-1600
신수동문고,서울특별시 마포구 독막로 192 신수동주민센터 ,02-3153-6680
쎌북작은도서관,서울특별시 마포구 신촌로 12길 11 신촌성결교회 ,02-334-6080
아름드리작은도서관,서울특별시 성북구 길음로 13길 39 길음뉴타운아파트 본관 2층,02-913-9023
아이도북센터,서울특별시 마포구 만리재로 29 사랑의전화종합사회복지관 아이도북센터 아,02-6371-1036
에듀카페맘작은도서관,서울시 마포구 성미산로17길 92-1(연남동) 지층,02-792-7933
연남동문고,서울특별시 마포구 성미산로29길 17-9 연남동주민센터 ,02-3153-6875
염리동문고,서울특별시 마포구 숭문길 14 염리동주민센터 ,02-3153-6663
용강동작은도서관,"서울특별시 마포구 토정로31길 31, 용강동 복합청사 2층 ",02-716-4785
자이열린작은도서관,"서울특별시 마포구 서강대길 40, 103-402 마포자이2차아파트",02-703-9992
초록리본도서관,서울특별시 마포구 동교로19길 4 2층 ,070-4676-5600
초록숲작은도서관,"서울특별시 마포구 마포대로11길 44-81, 아현문화건강센터 B1층",02-313-4785
푸른나무작은도서관,서울특별시 마포구 만리재로 48 지층,02-704-9090
풀뿌리문고,서울특별시 마포구 월드컵북로 190 풀뿌리문고 3층 ,02-302-4906
하늘꿈작은도서관,서울특별시 마포구 숭문길 36 풍성한빌딩 풍성한교회,02-702-2787
한국경영자총협회자료실,서울특별시 마포구 백범로 88 경총회관 지하2층,02-3270-7317
한국연구원도서관,"서울특별시 마포구 토정로31길 12, 3층",02-737-1731
한국영상자료원영상도서관,서울특별시 마포구 월드컵북로 400 한국영상자료원,02-3153-2051
한사랑문고,서울특별시 마포구 월드컵북로 173-1 한사랑교회 ,02-304-5184
합정동문고,서울특별시 마포구 월드컵로5길 11 합정동주민센터 ,02-322-3460
해오름문고,서울특별시 마포구 월드컵로42길 12,02-308-0287
해오름작은도서관,"서울특별시 마포구 신촌로26길 10, 우리마포복지관 2층",02-714-8080
DMC래미안e편한세상아파트1블럭작은도서관,서울특별시 서대문구 수색로 100 1블럭 커뮤니티센터 ,02-302-3105
그린힐작은도서관,서울특별시 서대문구 연희로14길70,02-375-2537
남가좌1동파랑새작은도서관,서울특별시 서대문구 모래내로 15길 37 2층 ,02-330-8992
남가좌삼성래미안아파트푸른북카페,서울특별시 서대문구 증가로 191 (삼성아파트) 푸른북카페,02-376-2743
남가좌새롬어린이도서관,서울특별시 서대문구 증가로10길 16-15,02-360-8639
돈의문센트레빌작은도서관,서울특별시 서대문구 독립문로14길33 206동 커뮤니티동,02-364-8522
동북아역사재단동북아역사자료실,서울특별시 서대문구 통일로 81,02-2012-6034
봉원교회샘뜰작은도서관,서울특별시 서대문구 봉원사 2길 13 1층 봉원교회,02-392-6552
북가좌1동늘푸른열린작은도서관,서울특별시 서대문구 수색로 100-55 북가좌1동주민센터 2층,02-330-8554
북가좌2동가슴따뜻한작은도서관,"서울특별시 서대문구 응암로1길 10, 북가좌2동주민센터 2층",02-330-8652
북가좌2동이팝꽃향기작은도서관,서울특별시 서대문구 불광천길 204,02-302-9798
북아현북카페,서울특별시 서대문구 북아현로 24 북아현동주민센터 2층,02-330-8672
북한산더샵아파트작은도서관,서울특별시 서대문구 통일로 510 커뮤니티센터 ,02-391-9903
새솔도서실,서울특별시 서대문구 북아현로19길 58-21 이화여대종합사회복지관 1층 ,02-3277-3190
서대문구립이진아기념도서관,서울특별시 서대문구 독립문공원길 80,02-360-8600
서울특별시교육청서대문도서관,서울특별시 서대문구 모래내로 412,02-6948-2115
세빛도서관,서울특별시 서대문구 통일로 35길 18 2층 ,070-5001-4656
수화영상도서관,서울특별시 서대문구 수색로 4가길 23 1층 ,02-3156-6699
아낌없이주는나무,서울특별시 서대문구 독립문로12길17 서은교회 1층,02-312-5907
어깨동무어린이도서관,서울특별시 서대문구 거북골로 14길 32 DMC아이파크아파트 2층 458,02-302-3105
어린이도서관꿈꾸는세상,서울특별시 서대문구 증가로8길 76-15,02-375-7179
연희동아이누리작은도서관,"서울특별시 서대문구 증가로 13-10, 자치회관 연희동자치회관 2층",02-330-8775
연희파크푸르지오작은도서관,서울특별시 서대문구 홍제천로136 UZ센터,02-336-1185
영광시각장애인모바일점자도서관,"서울특별시 서대문구 세검정로 78-19, 2층",02-393-4568
이화여자대학교박물관전문도서관,서울특별시 서대문구 이화여대길 52 이화여자대학교 박물관 내,02-3277-3676
천연동하늘샘작은도서관,서울특별시 서대문구 독립문로 27 서대문구보건소천연분소 ,02-3140-8334
천연뜨란채문고,"서울특별시 서대문구 독립문로8길 54, 107동 관리동 ",02-365-2800
충현동알음알음작은도서관,서울특별시 서대문구 경기대로 40 2층 충현동자치회관 1층,02-330-8164
하늘샘어린이도서관,서울특별시 서대문구 가좌로 154 서부제일교회,070-4060-0617
하뜰안도서관,서울특별시 서대문구 가재울로 13 성은교회 1층,02-309-6477
햇살작은도서관,서울특별시 서대문구 세검정로1길 45 홍은1동자치회관,02-330-8461
행복작은도서관,서울특별시 서대문구 모래내로 334 홍은2동주민센터 구청제4별관 3층,02-330-8788
홍은2동논골작은도서관,"서울특별시 서대문구 연희로41가길 33 청년미래공동체주택 101동, 102호, B01호",02-391-8789
홍은도담도서관,서울특별시 서대문구 홍은중앙로 129,02-360-8640
홍제1동새싹작은도서관,서울특별시 서대문구 통일로27길 19 2층,02-330-8663
홍제2동꿈이있는작은도서관,서울특별시 서대문구 통일로34길 27 2층,02-330-8453
홍제3동문화촌어린이작은도서관,서울특별시 서대문구 세검정로4길 32 홍제3동주민센터 2층,02-330-8991
홍제천작은도서관,서울특별시 서대문구 통일로 510 북한산더샵상가 지하1층 214호 ,
IT로 열린도서관,"서울특별시 서초구 방배로 36, 이삭빌딩 301호",02-3471-3434
KOTRA무역자료실,서울특별시 서초구 헌릉로 13 KOTRA 본사 3층,"02-3460-7404, 7407(1호) 02-3460-7408, 7405(2호)"
LH서초3단지행복도서관,"서울특별시 서초구 양재대로 2길 34 우면동, LH서초 3단지 아파트 ",
LH서초4단지작은도서관,"서울특별시 서초구 양재대로2길 33 우면동, LH서초 4단지 아파트 ",
LH서초5단지작은도서관,서울특별시 서초구 양재대로2길 11 LH서초5단지 작은도서관,
국립국악원국악자료실,서울특별시 서초구 남부순환로 2364 국립국악원 국악박물관 306호,02-580-3081
국립외교원도서관,서울특별시 서초구 남부순환로 2572,02-3497-7664
국립중앙도서관,서울특별시 서초구 반포대로 201,02-535-4142
꿈 익는 작은도서관,서울특별시 서초구 남부순환로 2271-5 소비코빌딩 B2F,02-583-2156
너나울도서관,서울특별시 서초구 양재대로 2길 90 엘에이치스타힐스 서초힐스아파트,070-7014-0773
네이처힐1단지 작은도서관,"서울특별시 서초구 형촌길 35, (우면동, 서초네이처힐1단지) 경로당 옆",
네이처힐3단지작은도서관(꿈찾는도서관),서울특별시 서초구 태봉로2길 60 서초네이처힐 3단지 305동 1층,070-8615-8387
네이처힐4단지작은도서관,서울특별시 서초구 태봉로 2길 5 서초네이처힐4단지 404동 1층 ,02-577-5587
네이처힐5단지작은도서관,서울특별시 서초구 태봉로2길 65 서초네이처힐 508동 1층,02-577-6617
네이처힐6단지작은도서관,서울특별시 서초구 태봉로 2길 30 서초네이처힐6단지 아파트 ,
네이처힐가든작은도서관,서울특별시 서초구 형촌길 60 네이처힐가든 아파트,
대검찰청검찰중앙도서실,서울특별시 서초구 반포대로 157 대검찰청 본관 4층,02-3480-2516
대한민국예술원도서실,서울특별시 서초구 반포대로37길 59,02-3479-7233
대한민국학술원도서실,"서울특별시 서초구 반포대로37길 59, 3층",02-3400-5255
리본SH작은도서관,서울특별시 서초구 바우뫼로 18길 20 양재리본타워1단지 아파트 ,070-8100-2180
리본숲SH작은도서관,서울특별시 서초구 양재동 매헌로 16길 40 양재리본타워2단지 관리동2층,070-8108-5003
매헌숲작은도서관,서울특별시 서초구 매헌로 99,02-578-3388
반포1동작은도서관,서울특별시 서초구 사평대로 273(반포동) 반포1동 주민센터 3층,02-2155-7615
반포2동작은도서관,서울특별시 서초구 신반포로15길 16 반포2동주민센터 2층,02-2155-7635
반포3동작은도서관,서울특별시 서초구 신반포로23길 78 반포3동주민센터 4층,02-2155-7670
반포4동작은도서관,서울특별시 서초구 사평대로28길 70 반포4동주민센터 4층,02-2155-7687
반포별빛 작은도서관,서울특별시 서초구 사평대로 310-4,
반포본동작은도서관,서울특별시 서초구 신반포로 10 반포본동주민센터 2층,02-2155-7577
방배 은혜 작은도서관,서울특별시 서초구 방배로 4길 10-18,
방배1동작은도서관,서울특별시 서초구 효령로29길 43 방배1동주민센터 2층,02-2155-7765
방배2동작은도서관,서울특별시 서초구 청두곶길 36 방배2동주민센터 2층,02-2155-7773
방배4동작은도서관,서울특별시 서초구 방배로 173 방배4동주민센터 3층,02-2155-7853
방배도서관,서울특별시 서초구 방배로 40,02-3471-3993
방배본동작은도서관,서울특별시 서초구 동광로 19길 38 방배본동주민센터 2층,02-2155-7734
삼성경제연구소도서자료실,"서울특별시 서초구 서초대로74길 4, 삼성생명 서초타워 30층",02-3780-8126
서울시교육연수원교육정보자료실,서울특별시 서초구 남부순환로 2248,02-3019-8055
서울연구원도서관,서울특별시 서초구 남부순환로340길 57,02-2149-1024
서울인재개발원도서실,서울특별시 서초구 남부순환로340길 58,02-3488-2024
서울지방변호사회도서관,서울특별시 서초구 법원로1길 21 변호사회관 내,02-6200-6262
서이도서관,서울특별시 서초구 서초대로70길 51,02-3471-1337
서초1동작은도서관,서울특별시 서초구 사임당로 89 서초1동주민센터 2층,02-2155-7418
서초3동작은도서관,서울특별시 서초구 반포대로58 서초아트자이 1-2층,02-3472-7462
서초4동작은도서관,서울특별시 서초구 서운로26길 3 서초4동주민센터 2층,02-2155-7497
서초구립내곡도서관,서울특별시 서초구 청계산로7길 9-20,02-3461-3007
서초구립반포도서관,서울특별시 서초구 고무래로 34,02-520-8700
서초구립방배숲환경도서관,서울특별시 서초구 서초대로 160-7 방배동,02-537-6001
서초구립양재도서관,서울특별시 서초구 양재천로 33,02-3486-4050
서초그림책도서관,서울특별시 서초구 명달로 150,02-3471-0995
서초글벗 작은도서관,서울특별시 서초구 방배천로 2안길 39 서초영락교회 지하1층,
서초더샵포레작은도서관,"서울특별시 서초구 헌릉로8길 58 서초더샵포레 작은도서관 1,2관",02-529-7808
서초청소년도서관,서울특별시 서초구 효령로77길 37,02-3486-9543
서초포레스타3단지작은도서관,"서울특별시 서초구 헌릉로8길 22 신원동, 서초포레스타3단지",070-8159-2809
서초포레스타6단지작은도서관,서울특별시 서초구 청계산로9길 1-12 611동 1층,
서초포레스타7단지풍경이있는작은도서관,서울특별시 서초구 청계산로11길 7-12 703동 지하1층,02-529-7654
수송작은도서관,서울특별시 서초구 신반포로41길 17 수송교회 지하1층,02-543-7532
시온교회 작은도서관,서울특별시 서초구 서초대로 84 시온교회 1층,
씨넷도서관,서울특별시 서초구 남부순환로 333길 36 해원빌딩 지하1층,
씨드 작은도서관,서울특별시 서초구 바우뫼로7길 16 (우면동 66-1) 대화프라자 704호,
양재 너구리 도서관,서울특별시 서초구 논현로 27길 58 2층,02-6409-2018
양재1동작은도서관,서울특별시 서초구 바우뫼로 41 양재1동우면주민센터 2층,02-2155-7895
양재2동작은도서관,서울특별시 서초구 마방로6길 7-40 1층,02-2155-7906
언남돌봄 작은도서관,서울특별시 서초구 강남대로 10길 65 3층,
에코리치작은도서관,서울특별시 서초구 양재대로2길 109 103동 지하1층,02-2058-1820
우면SH작은도서관,서울특별시 서초구 형촌길 15 (네이처힐2단지) ,02-575-1433
작은 새들의 합챵 작은도서관,서울특별시 서초구 서초대로 34가길 52,
잠원도서관,서울특별시 서초구 나루터로 38,02-3477-8655
잠원도서관,서울특별시 서초구 나루터로 38,02-3477-8655
재외동포재단자료실,서울특별시 서초구 남부순환로 2558 외교센터 1층,02-3415-0189
지혜의숲작은도서관,서울특별시 서초구 청계산로7길 43 서초포레스타5단지 503동 2층,070-7763-2811
통일부북한자료센터,서울특별시 서초구 반포대로 201 국립중앙도서관 5층 통일부 북한자료센터,02-730-6658
통일연구원자료실,서울특별시 서초구 반포대로 217 통일연구원,02-2023-8209
포레스타2단지숲속별작은도서관,서울특별시 서초구 헌릉로8길 45 212동 지하1층,070-8107-0909
하늘샘 작은도서관,서울특별시 서초구 헌릉로8길 10-12 1층 8호,070-7701-8383
한국과학기술기획평가원정보자료실,서울특별시 서초구 마방로 68 동원산업빌딩 9층,02-589-2269
한국교과서연구재단교과서정보관,"서울특별시 서초구 강남대로 547, 4층",02-2651-1953
한국도서관협회도서관,서울특별시 서초구 반포대로 201,02-535-4481
한국문화위원회예술자료원,서울특별시 서초구 남부순환로 2406 예술의전당 디자인미술관 2~3층,02-760-4750
한국부동산연구원부동산정보센터,서울특별시 서초구 강남대로 587 kcc빌딩 9층,02-520-5073
한국세무사회조세도서관,서울특별시 서초구 명달로 105 4층,02-587-6021
한국자동차산업협회도서관,서울특별시 서초구 반포대로 25 자동차회관 5층 자료실,02-3660-1800
한국형사정책연구원도서실,서울특별시 서초구 태봉로 114,02-3460-5135
현대자동차그룹도서관,서울특별시 서초구 헌릉로 12,02-3464-2845
금호1가동북카페책단지꿀단지,서울특별시 성동구 행당로 15 금호1가동주민센터 1층,02-2286-7343
금호2.3가어린이작은도서관,"서울특별시 성동구 무수막18길 1 금호2,3가동주민센터 2층",02-2286-7364
금호4가어린이작은도서관,서울특별시 성동구 독서당로46길 26 금호4가동주민센터 3층 ,02-2286-7383
꿈샘작은도서관,서울특별시 성동구 한림말길 33 1층 ,02-2299-0817
꿈터어린이도서관,서울특별시 성동구 사근동9가길 23 별관 1층,02-2292-8115
독서당 작은도서관,서울특별시 성동구 독서당로 63길 57-1,
뚝섬 작은도서관,"서울특별시 성동구 성수이로 108, 3층",02-463-6958
라보 작은도서관,"서울특별시 성동구 성수일로12길 20, 2층 헬로우뮤지움",02-3217-4222
마장동작은도서관,서울특별시 성동구 마장로42길 11 마장동주민센터 2층,02-2286-7556
무학도서관,서울특별시 성동구 행당로 123 무학교회 별관 지하 1층,02-2139-0077
복합문화공간 청강엔(&),서울특별시 성동구 서울숲4길 13,
사근동어린이놀이터도서관,서울특별시 성동구 사근동길 45-8 사근동주민센터 사근동공공복합청사 지하 1층,02-2286-7267
서연푸른꿈터문고,서울특별시 성동구 독서당로 175 옥수그린상가 3층 서연교회 ,02-2291-9192
성동구립금호도서관,서울특별시 성동구 난계로 20,02-2204-6450
성동구립도서관,서울특별시 성동구 고산자로10길 9,02-2204-6420
성동구립무지개도서관,서울특별시 성동구 고산자로 270,02-2286-6025
성동구립성수도서관,서울특별시 성동구 뚝섬로1길 43,02-2204-7590
성동구립숲속도서관,서울특별시 성동구 매봉길 49-29,02-2204-6485
성동구립용답도서관,서울특별시 성동구 용답중앙3길 10,02-2204-6470
성동구립청계도서관,서울특별시 성동구 마장로 141,02-2204-7580
성락도서관,서울특별시 성동구 성수일로10길 33 성락성결교회 5층 506호 ,070-7491-5105
성수1가2동작은도서관,서울특별시 성동구 왕십리로 5길 3 성수1가2동주민센터 ,02-2286-7449
성수1가제1동작은도서관,서울특별시 성동구 뚝섬로3길 18 성수1가1동주민센터 2층 로비,02-2286-7433
성수2가제1동작은도서관,서울특별시 성동구 뚝섬로 385-19 성수2가1동주민센터 2층,02-2286-7463
